∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,1,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò, «, «, «,∑Ò,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò, «,∑Ò, «,∑Ò,∑Ò,0,2,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,0,1,1
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,1,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,1,0,0,1
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,2,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò, «, «, «,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,1,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,1,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò, «,∑Ò,1,1,1,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,2,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò, «,∑Ò,0,0,0,0,2,0
∑Ò, «, «,∑Ò,∑Ò,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,2,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò, «, «, «,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «, «, «,1,0,0,2,2,2
∑Ò, «, «,∑Ò,∑Ò,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,2,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,2,0,0,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,0,1,1
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,1,0,0,0,0
∑Ò, «, «, «,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,1,1,1,1,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,0,1,1,1,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,1,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò, «,∑Ò, «,∑Ò,∑Ò,1,2,0,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò, «,∑Ò,∑Ò,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò, «, «, «,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,1,1
∑Ò, «, «,∑Ò,∑Ò,∑Ò,2,2,2,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò, «, «, «, «,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,1,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,2,2,2,2,2,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,1,0,0,0
∑Ò,∑Ò,∑Ò, «, «,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,1,2,2
∑Ò, «,∑Ò, «,∑Ò,∑Ò,1,2,1,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò, «, «,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,1,2,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,2,1,2,2,0,0
∑Ò,∑Ò,∑Ò, «, «,∑Ò,2,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,2,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,0,0,0,0,0,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò, «,∑Ò,∑Ò,∑Ò,∑Ò,2,2,1,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,2,2,2,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,1,0,1
∑Ò,∑Ò,∑Ò, «,∑Ò, «,0,1,1,2,2,2
∑Ò,∑Ò, «, «, «,∑Ò,1,0,2,2,2,2
∑Ò, «,∑Ò, «, «,∑Ò,1,2,1,2,2,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,2,0,0,0,0,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò, «, «, «,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò, «,∑Ò,∑Ò,∑Ò,∑Ò,1,2,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,1
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,1,1,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,2,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,1,0,2,2,2
∑Ò, «, «,∑Ò,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò, «,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,0,0,0
∑Ò,∑Ò,∑Ò, «, «,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «, «,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,0,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,1,1,0,1,2
∑Ò, «, «, «,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,1,0,0,1
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,1,0,1,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò, «, «, «,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,1,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò, «, «,∑Ò,∑Ò,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò, «,∑Ò,∑Ò,∑Ò,∑Ò,1,2,0,0,2,2
∑Ò, «, «, «, «,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,0,0,0,0
∑Ò,∑Ò, «, «, «,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,1,1,1,1
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,1,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,1,0,1,1
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,2,2,2
∑Ò, «, «, «,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,1,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,2,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,1,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,1,2,2,2
∑Ò,∑Ò,∑Ò, «, «,∑Ò,0,0,0,2,2,2
∑Ò, «, «,∑Ò,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò, «,∑Ò,∑Ò,∑Ò,∑Ò,2,2,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,1,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,2,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,1,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,0,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,0,0,0
∑Ò,∑Ò, «, «,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,2,2,0,2,0,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,2,2,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,0,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò, «, «, «, «,∑Ò,2,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò, «,0,1,1,1,1,2
∑Ò, «, «, «,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,1,1,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,2,1,0,0,0,0
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,1,0,1,2,2
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,1
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,1,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,2,0,0,2,2,2
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò, «,∑Ò,∑Ò,∑Ò,1,0,2,2,2,2
∑Ò,∑Ò, «, «, «, «,2,0,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,1,0,0,0,0,0
∑Ò, «,∑Ò, «,∑Ò,∑Ò,1,2,0,2,2,2
∑Ò,∑Ò, «, «,∑Ò,∑Ò,1,2,2,2,2,2
∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,∑Ò,0,0,0,0,0,0
∑Ò,∑Ò,∑Ò, «,∑Ò,∑Ò,0,0,0,2,2,2
